E_A#3 / keV,N_A#3,E_A#12 / keV,N_A#12,E_A#13 / keV,N_A#13,E_A#14 / keV,N_A#14,E_A#15 / keV,N_A#15,E_A#16 / keV,N_A#16,E_A#17 / keV,N_A#17,E_A#18 / keV,N_A#18
709.6,367,709.6,106,709.6,228,709.6,389,709.6,590,709.6,699,709.6,766,709.6,841
712.4,298,712.4,92,712.4,157,712.4,327,712.4,417,712.4,476,712.4,559,712.4,616
715.2,210,715.2,64,715.2,115,715.2,244,715.2,334,715.2,389,715.2,414,715.2,451
718.1,130,718.1,64,718.1,101,718.1,170,718.1,219,718.1,269,718.1,329,718.1,304
720.9,94,720.9,39,720.9,60,720.9,141,720.9,170,720.9,198,720.9,227,720.9,233
723.7,79,723.7,18,723.7,43,723.7,72,723.7,119,723.7,155,723.7,146,723.7,174
726.6,47,726.6,19,726.6,27,726.6,43,726.6,97,726.6,93,726.6,95,726.6,126
729.4,31,729.4,15,729.4,29,729.4,47,729.4,57,729.4,61,729.4,74,729.4,77
732.2,17,732.2,18,732.2,15,732.2,33,732.2,33,732.2,55,732.2,48,732.2,49
735.1,18,735.1,12,735.1,10,735.1,16,735.1,18,735.1,31,735.1,24,735.1,34
737.9,16,737.9,9,737.9,9,737.9,16,737.9,27,737.9,20,737.9,25,737.9,23
740.8,13,740.8,6,740.8,11,740.8,14,740.8,18,740.8,20,740.8,16,740.8,23
743.6,9,743.6,7,743.6,9,743.6,15,743.6,11,743.6,15,743.6,10,743.6,16
746.4,18,746.4,7,746.4,9,746.4,5,746.4,9,746.4,7,746.4,9,746.4,15
749.3,15,749.3,5,749.3,4,749.3,12,749.3,7,749.3,6,749.3,8,749.3,9
752.1,9,752.1,5,752.1,9,752.1,8,752.1,12,752.1,7,752.1,11,752.1,7
754.9,8,754.9,9,754.9,7,754.9,11,754.9,13,754.9,11,754.9,9,754.9,8
757.8,6,757.8,6,757.8,6,757.8,15,757.8,7,757.8,9,757.8,6,757.8,8
760.6,9,760.6,7,760.6,10,760.6,8,760.6,6,760.6,8,760.6,12,760.6,7
763.4,8,763.4,10,763.4,8,763.4,13,763.4,4,763.4,8,763.4,6,763.4,12
766.3,7,766.3,11,766.3,4,766.3,14,766.3,6,766.3,11,766.3,7,766.3,11
769.1,9,769.1,4,769.1,11,769.1,11,769.1,7,769.1,4,769.1,10,769.1,8
772,10,772,5,772,6,772,8,772,7,772,4,772,10,772,10
774.8,10,774.8,8,774.8,6,774.8,7,774.8,5,774.8,10,774.8,9,774.8,7
777.6,11,777.6,8,777.6,10,777.6,5,777.6,2,777.6,9,777.6,9,777.6,3
780.5,8,780.5,9,780.5,7,780.5,8,780.5,6,780.5,10,780.5,5,780.5,9
783.3,16,783.3,13,783.3,6,783.3,8,783.3,10,783.3,4,783.3,4,783.3,8
786.1,12,786.1,5,786.1,6,786.1,4,786.1,9,786.1,5,786.1,8,786.1,7
789,9,789,3,789,5,789,7,789,11,789,7,789,11,789,7
791.8,10,791.8,7,791.8,7,791.8,6,791.8,4,791.8,10,791.8,9,791.8,9
794.6,2,794.6,7,794.6,10,794.6,5,794.6,5,794.6,10,794.6,7,794.6,3
797.5,7,797.5,6,797.5,6,797.5,12,797.5,4,797.5,11,797.5,8,797.5,6
800.3,8,800.3,10,800.3,8,800.3,9,800.3,9,800.3,12,800.3,5,800.3,7
803.2,9,803.2,3,803.2,8,803.2,5,803.2,7,803.2,11,803.2,6,803.2,12
806,8,806,6,806,7,806,7,806,7,806,4,806,8,806,6
808.8,6,808.8,1,808.8,4,808.8,11,808.8,8,808.8,10,808.8,3,808.8,8
811.7,6,811.7,10,811.7,6,811.7,9,811.7,8,811.7,3,811.7,9,811.7,10
814.5,10,814.5,11,814.5,2,814.5,7,814.5,5,814.5,6,814.5,11,814.5,4
817.3,11,817.3,3,817.3,3,817.3,5,817.3,7,817.3,11,817.3,3,817.3,8
820.2,7,820.2,5,820.2,8,820.2,9,820.2,10,820.2,6,820.2,4,820.2,6
823,10,823,6,823,8,823,11,823,3,823,6,823,6,823,6
825.8,6,825.8,1,825.8,7,825.8,9,825.8,3,825.8,8,825.8,4,825.8,6
828.7,12,828.7,4,828.7,2,828.7,5,828.7,7,828.7,8,828.7,9,828.7,4
831.5,2,831.5,4,831.5,6,831.5,6,831.5,8,831.5,9,831.5,9,831.5,9
834.4,5,834.4,7,834.4,5,834.4,8,834.4,8,834.4,4,834.4,7,834.4,6
837.2,9,837.2,8,837.2,4,837.2,4,837.2,7,837.2,9,837.2,7,837.2,13
840,8,840,4,840,11,840,9,840,13,840,7,840,9,840,6
842.9,7,842.9,6,842.9,4,842.9,9,842.9,6,842.9,5,842.9,7,842.9,6
845.7,6,845.7,8,845.7,6,845.7,3,845.7,3,845.7,5,845.7,7,845.7,11
848.5,11,848.5,1,848.5,6,848.5,11,848.5,6,848.5,6,848.5,10,848.5,6
851.4,6,851.4,8,851.4,7,851.4,13,851.4,7,851.4,8,851.4,4,851.4,9
854.2,8,854.2,5,854.2,4,854.2,4,854.2,7,854.2,1,854.2,11,854.2,5
857,8,857,2,857,3,857,2,857,8,857,7,857,4,857,4
859.9,5,859.9,4,859.9,7,859.9,4,859.9,9,859.9,6,859.9,8,859.9,12
862.7,6,862.7,6,862.7,5,862.7,7,862.7,3,862.7,9,862.7,7,862.7,3
865.6,10,865.6,4,865.6,6,865.6,2,865.6,9,865.6,7,865.6,3,865.6,6
868.4,9,868.4,7,868.4,6,868.4,7,868.4,10,868.4,5,868.4,6,868.4,4
871.2,5,871.2,7,871.2,10,871.2,6,871.2,5,871.2,11,871.2,4,871.2,10
874.1,9,874.1,9,874.1,5,874.1,5,874.1,4,874.1,5,874.1,9,874.1,10
876.9,9,876.9,7,876.9,9,876.9,6,876.9,4,876.9,4,876.9,6,876.9,11
879.7,10,879.7,4,879.7,9,879.7,3,879.7,1,879.7,8,879.7,4,879.7,6
882.6,4,882.6,7,882.6,3,882.6,5,882.6,8,882.6,8,882.6,10,882.6,7
885.4,7,885.4,5,885.4,8,885.4,5,885.4,7,885.4,5,885.4,6,885.4,7
888.2,12,888.2,8,888.2,9,888.2,7,888.2,14,888.2,10,888.2,11,888.2,4
891.1,9,891.1,2,891.1,4,891.1,6,891.1,10,891.1,10,891.1,6,891.1,4
893.9,4,893.9,7,893.9,7,893.9,12,893.9,9,893.9,5,893.9,7,893.9,7
896.8,6,896.8,10,896.8,3,896.8,5,896.8,7,896.8,6,896.8,6,896.8,9
899.6,13,899.6,4,899.6,13,899.6,8,899.6,5,899.6,6,899.6,5,899.6,10
902.4,8,902.4,7,902.4,2,902.4,5,902.4,6,902.4,8,902.4,4,902.4,8
905.3,9,905.3,3,905.3,6,905.3,11,905.3,4,905.3,8,905.3,4,905.3,10
908.1,5,908.1,5,908.1,8,908.1,8,908.1,7,908.1,5,908.1,2,908.1,3
910.9,6,910.9,7,910.9,2,910.9,5,910.9,6,910.9,4,910.9,10,910.9,4
913.8,10,913.8,5,913.8,4,913.8,5,913.8,6,913.8,5,913.8,6,913.8,4
916.6,13,916.6,3,916.6,5,916.6,3,916.6,8,916.6,5,916.6,7,916.6,3
919.4,11,919.4,7,919.4,5,919.4,5,919.4,9,919.4,9,919.4,10,919.4,8
922.3,8,922.3,4,922.3,5,922.3,6,922.3,7,922.3,10,922.3,7,922.3,9
925.1,10,925.1,4,925.1,5,925.1,6,925.1,6,925.1,4,925.1,5,925.1,7
928,5,928,9,928,6,928,3,928,6,928,11,928,6,928,5
930.8,10,930.8,5,930.8,10,930.8,10,930.8,9,930.8,7,930.8,6,930.8,5
933.6,6,933.6,7,933.6,1,933.6,7,933.6,9,933.6,6,933.6,5,933.6,5
936.5,8,936.5,5,936.5,3,936.5,6,936.5,5,936.5,7,936.5,11,936.5,4
939.3,10,939.3,6,939.3,6,939.3,8,939.3,4,939.3,10,939.3,7,939.3,9
942.1,8,942.1,8,942.1,3,942.1,11,942.1,12,942.1,8,942.1,4,942.1,6
945,10,945,4,945,7,945,3,945,5,945,2,945,6,945,7
947.8,4,947.8,6,947.8,5,947.8,6,947.8,6,947.8,8,947.8,5,947.8,7
950.6,7,950.6,5,950.6,3,950.6,6,950.6,9,950.6,10,950.6,9,950.6,6
953.5,7,953.5,1,953.5,7,953.5,6,953.5,8,953.5,5,953.5,5,953.5,9
956.3,9,956.3,6,956.3,4,956.3,11,956.3,8,956.3,13,956.3,7,956.3,9
959.2,2,959.2,8,959.2,5,959.2,5,959.2,7,959.2,6,959.2,8,959.2,8
962,5,962,7,962,6,962,5,962,4,962,4,962,10,962,5
964.8,16,964.8,3,964.8,7,964.8,10,964.8,3,964.8,9,964.8,5,964.8,8
967.7,6,967.7,6,967.7,2,967.7,8,967.7,6,967.7,3,967.7,8,967.7,3
970.5,4,970.5,6,970.5,5,970.5,9,970.5,3,970.5,5,970.5,9,970.5,5
973.3,8,973.3,7,973.3,5,973.3,7,973.3,12,973.3,9,973.3,10,973.3,5
976.2,4,976.2,8,976.2,3,976.2,5,976.2,5,976.2,7,976.2,8,976.2,6
979,4,979,11,979,2,979,6,979,6,979,4,979,6,979,10
981.8,7,981.8,6,981.8,4,981.8,5,981.8,7,981.8,5,981.8,8,981.8,9
984.7,4,984.7,5,984.7,6,984.7,4,984.7,5,984.7,9,984.7,7,984.7,6
987.5,11,987.5,2,987.5,8,987.5,10,987.5,7,987.5,2,987.5,13,987.5,5
990.4,13,990.4,3,990.4,7,990.4,9,990.4,6,990.4,3,990.4,3,990.4,8
993.2,9,993.2,8,993.2,3,993.2,8,993.2,5,993.2,4,993.2,7,993.2,8
996,3,996,8,996,5,996,5,996,7,996,4,996,5,996,6
998.9,5,998.9,6,998.9,4,998.9,7,998.9,4,998.9,4,998.9,7,998.9,6
1001.7,4,1001.7,7,1001.7,10,1001.7,7,1001.7,1,1001.7,4,1001.7,7,1001.7,5
1004.5,12,1004.5,3,1004.5,4,1004.5,2,1004.5,6,1004.5,5,1004.5,4,1004.5,5
1007.4,7,1007.4,3,1007.4,7,1007.4,11,1007.4,7,1007.4,4,1007.4,7,1007.4,7
1010.2,7,1010.2,5,1010.2,3,1010.2,4,1010.2,11,1010.2,4,1010.2,5,1010.2,5
1013,5,1013,9,1013,5,1013,5,1013,6,1013,4,1013,3,1013,9
1015.9,4,1015.9,5,1015.9,7,1015.9,8,1015.9,6,1015.9,3,1015.9,5,1015.9,6
1018.7,5,1018.7,4,1018.7,6,1018.7,6,1018.7,4,1018.7,5,1018.7,6,1018.7,9
1021.6,6,1021.6,3,1021.6,8,1021.6,6,1021.6,5,1021.6,1,1021.6,4,1021.6,6
1024.4,8,1024.4,2,1024.4,4,1024.4,8,1024.4,10,1024.4,2,1024.4,5,1024.4,7
1027.2,3,1027.2,9,1027.2,5,1027.2,3,1027.2,5,1027.2,6,1027.2,6,1027.2,6
1030.1,2,1030.1,6,1030.1,4,1030.1,7,1030.1,4,1030.1,8,1030.1,7,1030.1,4
1032.9,5,1032.9,4,1032.9,9,1032.9,2,1032.9,7,1032.9,4,1032.9,3,1032.9,8
1035.7,1,1035.7,5,1035.7,3,1035.7,5,1035.7,4,1035.7,6,1035.7,5,1035.7,5
1038.6,4,1038.6,2,1038.6,5,1038.6,2,1038.6,5,1038.6,9,1038.6,7,1038.6,5
1041.4,5,1041.4,6,1041.4,7,1041.4,6,1041.4,6,1041.4,9,1041.4,6,1041.4,1
1044.2,4,1044.2,2,1044.2,1,1044.2,6,1044.2,6,1044.2,3,1044.2,6,1044.2,2
1047.1,3,1047.1,9,1047.1,9,1047.1,2,1047.1,6,1047.1,4,1047.1,3,1047.1,2
1049.9,2,1049.9,6,1049.9,5,1049.9,3,1049.9,10,1049.9,3,1049.9,1,1049.9,9
1052.8,3,1052.8,6,1052.8,10,1052.8,2,1052.8,5,1052.8,2,1052.8,2,1052.8,3
1055.6,3,1055.6,5,1055.6,5,1055.6,2,1055.6,1,1055.6,6,1055.6,1,1055.6,3
1058.4,5,1058.4,4,1058.4,7,1058.4,4,1058.4,6,1058.4,6,1058.4,7,1058.4,6
1061.3,4,1061.3,4,1061.3,3,1061.3,3,1061.3,3,1061.3,3,1061.3,2,1061.3,3
1064.1,7,1064.1,4,1064.1,4,1064.1,3,1064.1,4,1064.1,2,1064.1,5,1064.1,2
1066.9,4,1066.9,3,1066.9,4,1066.9,6,1066.9,4,1066.9,3,1066.9,5,1066.9,7
1069.8,5,1069.8,3,1069.8,5,1069.8,3,1069.8,4,1069.8,4,1069.8,7,1069.8,3
1072.6,3,1072.6,4,1072.6,3,1072.6,6,1072.6,3,1072.6,3,1072.6,7,1072.6,4
1075.4,4,1075.4,3,1075.4,3,1075.4,6,1075.4,1,1075.4,4,1075.4,5,1075.4,7
1078.3,3,1078.3,2,1078.3,2,1078.3,1,1078.3,5,1078.3,2,1078.3,3,1078.3,5
1081.1,4,1081.1,9,1081.1,1,1081.1,6,1081.1,6,1081.1,2,1081.1,6,1081.1,4
1084,5,1084,6,1084,2,1084,6,1084,6,1084,0,1084,4,1084,1
1086.8,3,1086.8,4,1086.8,6,1086.8,0,1086.8,5,1086.8,3,1086.8,6,1086.8,1
1089.6,4,1089.6,2,1089.6,6,1089.6,1,1089.6,10,1089.6,6,1089.6,5,1089.6,6
1092.5,2,1092.5,3,1092.5,6,1092.5,4,1092.5,5,1092.5,1,1092.5,1,1092.5,3
1095.3,10,1095.3,3,1095.3,5,1095.3,5,1095.3,3,1095.3,4,1095.3,5,1095.3,1
1098.1,5,1098.1,3,1098.1,3,1098.1,2,1098.1,6,1098.1,6,1098.1,2,1098.1,2
1101,3,1101,3,1101,2,1101,2,1101,2,1101,0,1101,1,1101,2
1103.8,6,1103.8,1,1103.8,2,1103.8,3,1103.8,5,1103.8,5,1103.8,5,1103.8,3
1106.7,9,1106.7,3,1106.7,2,1106.7,4,1106.7,10,1106.7,2,1106.7,5,1106.7,6
1109.5,6,1109.5,2,1109.5,0,1109.5,3,1109.5,3,1109.5,3,1109.5,2,1109.5,5
1112.3,6,1112.3,6,1112.3,2,1112.3,3,1112.3,1,1112.3,5,1112.3,1,1112.3,2
1115.2,5,1115.2,3,1115.2,2,1115.2,5,1115.2,3,1115.2,5,1115.2,2,1115.2,1
1118,1,1118,1,1118,2,1118,3,1118,3,1118,5,1118,2,1118,1
1120.8,1,1120.8,4,1120.8,5,1120.8,1,1120.8,3,1120.8,2,1120.8,6,1120.8,2
1123.7,4,1123.7,3,1123.7,0,1123.7,4,1123.7,8,1123.7,2,1123.7,5,1123.7,3
1126.5,3,1126.5,1,1126.5,7,1126.5,3,1126.5,4,1126.5,6,1126.5,1,1126.5,3
1129.3,4,1129.3,5,1129.3,4,1129.3,1,1129.3,6,1129.3,5,1129.3,6,1129.3,3
1132.2,4,1132.2,2,1132.2,1,1132.2,4,1132.2,2,1132.2,4,1132.2,2,1132.2,3
1135,1,1135,1,1135,3,1135,2,1135,2,1135,1,1135,4,1135,4
1137.9,3,1137.9,1,1137.9,4,1137.9,1,1137.9,6,1137.9,3,1137.9,5,1137.9,3
1140.7,3,1140.7,4,1140.7,1,1140.7,2,1140.7,4,1140.7,2,1140.7,4,1140.7,5
1143.5,1,1143.5,4,1143.5,1,1143.5,2,1143.5,1,1143.5,3,1143.5,5,1143.5,7
1146.4,3,1146.4,3,1146.4,5,1146.4,4,1146.4,1,1146.4,3,1146.4,2,1146.4,3
1149.2,3,1149.2,4,1149.2,2,1149.2,3,1149.2,4,1149.2,4,1149.2,2,1149.2,3
1152,1,1152,3,1152,1,1152,2,1152,2,1152,5,1152,3,1152,2
1154.9,6,1154.9,3,1154.9,3,1154.9,3,1154.9,6,1154.9,5,1154.9,3,1154.9,4
1157.7,3,1157.7,2,1157.7,3,1157.7,4,1157.7,1,1157.7,2,1157.7,5,1157.7,3
1160.5,5,1160.5,7,1160.5,1,1160.5,2,1160.5,4,1160.5,6,1160.5,7,1160.5,7
1163.4,6,1163.4,5,1163.4,5,1163.4,3,1163.4,5,1163.4,4,1163.4,2,1163.4,3
1166.2,8,1166.2,5,1166.2,4,1166.2,3,1166.2,2,1166.2,5,1166.2,4,1166.2,5
1169.1,4,1169.1,0,1169.1,3,1169.1,3,1169.1,3,1169.1,2,1169.1,8,1169.1,3
1171.9,6,1171.9,6,1171.9,8,1171.9,7,1171.9,5,1171.9,4,1171.9,2,1171.9,4
1174.7,3,1174.7,2,1174.7,3,1174.7,3,1174.7,1,1174.7,6,1174.7,3,1174.7,1
1177.6,1,1177.6,7,1177.6,8,1177.6,5,1177.6,5,1177.6,6,1177.6,5,1177.6,6
1180.4,8,1180.4,2,1180.4,3,1180.4,3,1180.4,4,1180.4,6,1180.4,5,1180.4,4
1183.2,3,1183.2,8,1183.2,3,1183.2,6,1183.2,8,1183.2,7,1183.2,4,1183.2,6
1186.1,1,1186.1,3,1186.1,2,1186.1,4,1186.1,2,1186.1,6,1186.1,1,1186.1,7
1188.9,1,1188.9,5,1188.9,6,1188.9,4,1188.9,4,1188.9,7,1188.9,5,1188.9,7
1191.7,1,1191.7,3,1191.7,3,1191.7,4,1191.7,1,1191.7,6,1191.7,1,1191.7,2
1194.6,0,1194.6,7,1194.6,2,1194.6,3,1194.6,7,1194.6,3,1194.6,4,1194.6,5
1197.4,6,1197.4,8,1197.4,2,1197.4,5,1197.4,3,1197.4,3,1197.4,5,1197.4,8
1200.3,3,1200.3,3,1200.3,4,1200.3,2,1200.3,2,1200.3,4,1200.3,2,1200.3,4
1203.1,4,1203.1,2,1203.1,7,1203.1,2,1203.1,5,1203.1,4,1203.1,3,1203.1,9
1205.9,3,1205.9,2,1205.9,5,1205.9,1,1205.9,4,1205.9,4,1205.9,5,1205.9,4
1208.8,9,1208.8,3,1208.8,3,1208.8,4,1208.8,8,1208.8,1,1208.8,8,1208.8,4
1211.6,1,1211.6,3,1211.6,1,1211.6,10,1211.6,1,1211.6,3,1211.6,2,1211.6,2
1214.4,1,1214.4,2,1214.4,2,1214.4,4,1214.4,2,1214.4,3,1214.4,3,1214.4,6
1217.3,3,1217.3,3,1217.3,2,1217.3,5,1217.3,4,1217.3,6,1217.3,2,1217.3,2
1220.1,3,1220.1,1,1220.1,6,1220.1,4,1220.1,6,1220.1,4,1220.1,5,1220.1,3
1222.9,4,1222.9,3,1222.9,2,1222.9,5,1222.9,5,1222.9,2,1222.9,4,1222.9,1
1225.8,5,1225.8,4,1225.8,1,1225.8,2,1225.8,4,1225.8,2,1225.8,1,1225.8,1
1228.6,4,1228.6,4,1228.6,1,1228.6,7,1228.6,5,1228.6,2,1228.6,1,1228.6,3
1231.5,2,1231.5,3,1231.5,0,1231.5,3,1231.5,1,1231.5,2,1231.5,3,1231.5,3
1234.3,2,1234.3,3,1234.3,4,1234.3,3,1234.3,3,1234.3,5,1234.3,1,1234.3,2
1237.1,1,1237.1,1,1237.1,5,1237.1,4,1237.1,7,1237.1,4,1237.1,4,1237.1,5
1240,4,1240,3,1240,2,1240,2,1240,1,1240,1,1240,1,1240,2
1242.8,11,1242.8,5,1242.8,2,1242.8,5,1242.8,2,1242.8,3,1242.8,1,1242.8,3
1245.6,5,1245.6,6,1245.6,4,1245.6,2,1245.6,6,1245.6,4,1245.6,4,1245.6,3
1248.5,2,1248.5,4,1248.5,4,1248.5,3,1248.5,1,1248.5,4,1248.5,7,1248.5,2
1251.3,8,1251.3,9,1251.3,5,1251.3,5,1251.3,4,1251.3,3,1251.3,4,1251.3,3
1254.1,2,1254.1,3,1254.1,3,1254.1,7,1254.1,7,1254.1,4,1254.1,6,1254.1,7
1257,7,1257,6,1257,4,1257,4,1257,9,1257,3,1257,8,1257,4
1259.8,6,1259.8,7,1259.8,6,1259.8,7,1259.8,6,1259.8,3,1259.8,7,1259.8,7
1262.7,9,1262.7,9,1262.7,6,1262.7,6,1262.7,5,1262.7,5,1262.7,1,1262.7,13
1265.5,8,1265.5,5,1265.5,5,1265.5,6,1265.5,6,1265.5,5,1265.5,9,1265.5,12
1268.3,10,1268.3,7,1268.3,12,1268.3,4,1268.3,7,1268.3,10,1268.3,9,1268.3,8
1271.2,2,1271.2,9,1271.2,9,1271.2,6,1271.2,9,1271.2,9,1271.2,7,1271.2,7
1274,3,1274,6,1274,7,1274,8,1274,6,1274,3,1274,11,1274,9
1276.8,5,1276.8,9,1276.8,9,1276.8,11,1276.8,9,1276.8,10,1276.8,15,1276.8,5
1279.7,6,1279.7,3,1279.7,10,1279.7,12,1279.7,10,1279.7,8,1279.7,8,1279.7,5
1282.5,8,1282.5,9,1282.5,6,1282.5,7,1282.5,9,1282.5,7,1282.5,7,1282.5,9
1285.3,8,1285.3,6,1285.3,5,1285.3,5,1285.3,7,1285.3,11,1285.3,7,1285.3,6
1288.2,12,1288.2,10,1288.2,5,1288.2,11,1288.2,8,1288.2,9,1288.2,8,1288.2,9
1291,5,1291,13,1291,8,1291,7,1291,5,1291,5,1291,8,1291,1
1293.9,13,1293.9,9,1293.9,5,1293.9,8,1293.9,10,1293.9,7,1293.9,4,1293.9,8
1296.7,4,1296.7,10,1296.7,2,1296.7,8,1296.7,8,1296.7,9,1296.7,8,1296.7,10
1299.5,6,1299.5,3,1299.5,7,1299.5,7,1299.5,8,1299.5,6,1299.5,6,1299.5,7
1302.4,8,1302.4,4,1302.4,9,1302.4,9,1302.4,4,1302.4,10,1302.4,7,1302.4,5
1305.2,9,1305.2,4,1305.2,5,1305.2,10,1305.2,8,1305.2,6,1305.2,6,1305.2,6
1308,0,1308,7,1308,6,1308,8,1308,5,1308,8,1308,4,1308,8
1310.9,6,1310.9,4,1310.9,7,1310.9,5,1310.9,7,1310.9,10,1310.9,5,1310.9,6
1313.7,5,1313.7,5,1313.7,3,1313.7,7,1313.7,4,1313.7,5,1313.7,3,1313.7,4
1316.5,3,1316.5,4,1316.5,2,1316.5,5,1316.5,6,1316.5,1,1316.5,16,1316.5,3
1319.4,2,1319.4,5,1319.4,3,1319.4,6,1319.4,2,1319.4,5,1319.4,5,1319.4,6
1322.2,4,1322.2,5,1322.2,2,1322.2,7,1322.2,4,1322.2,2,1322.2,8,1322.2,6
1325.1,6,1325.1,5,1325.1,8,1325.1,0,1325.1,4,1325.1,4,1325.1,9,1325.1,5
1327.9,3,1327.9,4,1327.9,2,1327.9,4,1327.9,6,1327.9,6,1327.9,6,1327.9,5
1330.7,3,1330.7,4,1330.7,4,1330.7,3,1330.7,4,1330.7,5,1330.7,2,1330.7,10
1333.6,2,1333.6,5,1333.6,2,1333.6,2,1333.6,1,1333.6,3,1333.6,4,1333.6,5
1336.4,1,1336.4,9,1336.4,5,1336.4,5,1336.4,1,1336.4,6,1336.4,5,1336.4,4
1339.2,3,1339.2,5,1339.2,4,1339.2,0,1339.2,1,1339.2,3,1339.2,3,1339.2,3
1342.1,2,1342.1,2,1342.1,4,1342.1,8,1342.1,4,1342.1,2,1342.1,2,1342.1,1
1344.9,4,1344.9,4,1344.9,2,1344.9,3,1344.9,5,1344.9,2,1344.9,3,1344.9,2
1347.7,4,1347.7,1,1347.7,6,1347.7,4,1347.7,4,1347.7,1,1347.7,2,1347.7,3
1350.6,0,1350.6,3,1350.6,3,1350.6,3,1350.6,5,1350.6,4,1350.6,5,1350.6,3
1353.4,0,1353.4,4,1353.4,6,1353.4,1,1353.4,2,1353.4,2,1353.4,3,1353.4,1
1356.3,4,1356.3,2,1356.3,2,1356.3,0,1356.3,3,1356.3,5,1356.3,2,1356.3,2
1359.1,2,1359.1,3,1359.1,1,1359.1,0,1359.1,5,1359.1,1,1359.1,3,1359.1,3
1361.9,2,1361.9,0,1361.9,3,1361.9,2,1361.9,0,1361.9,3,1361.9,1,1361.9,2
1364.8,1,1364.8,2,1364.8,2,1364.8,4,1364.8,2,1364.8,2,1364.8,2,1364.8,0
1367.6,0,1367.6,0,1367.6,0,1367.6,2,1367.6,1,1367.6,2,1367.6,1,1367.6,2
1370.4,2,1370.4,3,1370.4,2,1370.4,0,1370.4,0,1370.4,1,1370.4,1,1370.4,5
1373.3,2,1373.3,1,1373.3,2,1373.3,3,1373.3,0,1373.3,2,1373.3,2,1373.3,1
1376.1,2,1376.1,0,1376.1,0,1376.1,0,1376.1,1,1376.1,1,1376.1,1,1376.1,1
1378.9,1,1378.9,1,1378.9,1,1378.9,2,1378.9,1,1378.9,2,1378.9,3,1378.9,2
1381.8,1,1381.8,0,1381.8,0,1381.8,2,1381.8,0,1381.8,2,1381.8,1,1381.8,1
1384.6,0,1384.6,0,1384.6,0,1384.6,0,1384.6,0,1384.6,1,1384.6,0,1384.6,1
1387.5,0,1387.5,2,1387.5,1,1387.5,0,1387.5,1,1387.5,1,1387.5,1,1387.5,1
1390.3,3,1390.3,1,1390.3,0,1390.3,0,1390.3,1,1390.3,3,1390.3,1,1390.3,1
1393.1,291,1393.1,281,1393.1,300,1393.1,284,1393.1,252,1393.1,272,1393.1,263,1393.1,285
